// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

1297,ANCIENT_MUMMY,Ancient Mummy,Ancient Mummy,64,405990,0,800040,340099,1,836,1129,27,27,28,19,32,5,83,35,10,12,1,1,49,0x3695,175,1772,120,384,0,0,0,0,0,0,0,930,4413,934,1800,2624,1,2611,150,508,650,756,150,757,100,0,0,0,0,4248,1
1298,ZOMBIE_MASTER,Zombie Master,Zombie Master,62,142110,0,700610,200826,1,824,1084,37,26,25,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,1260,1,2324,2,0,0,0,0,4274,1
1299,GOBLIN_LEADER,Goblin Leader,Goblin Leader,64,201520,0,600036,210084,1,663,752,48,16,5,55,37,30,69,58,10,12,1,7,24,0x3695,120,1120,620,240,0,0,0,0,0,0,0,7054,1500,999,800,756,120,5090,50,2106,2,508,650,5113,10,0,0,0,0,4155,1
1300,CATERPILLAR,Caterpillar,Caterpillar,64,144390,0,620072,310007,1,894,1447,47,29,35,25,85,15,69,45,10,12,0,4,22,0x2003695,300,1672,672,480,0,0,0,0,0,0,0,949,3000,7054,5335,13034,20,1000,100,997,50,505,12,508,500,0,0,0,0,4289,1
1301,AM_MUT,Am Mut,Am Mut,61,120990,0,770009,260090,1,1040,1121,50,10,50,65,40,35,83,45,10,12,0,6,27,0x2003695,200,1156,456,384,0,0,0,0,0,0,0,1021,4550,757,250,1517,3,969,5,2282,1,616,1,746,250,0,0,0,0,4245,1
1302,DARK_ILLUSION,Dark Illusion,Dark Illusion,77,1036301,0,1110063,400181,2,1300,1983,64,70,5,100,40,100,97,40,10,12,2,6,89,0x6203695,145,1024,768,480,0,0,0,0,0,0,0,1615,3,5017,2,2508,3,7054,5335,522,120,509,1550,1162,2,0,0,0,0,4169,1
1303,GIANT_HONET,Giant Hornet,Giant Hornet,56,131005,0,570085,200006,1,650,852,38,43,35,38,32,10,71,64,10,12,0,4,24,0x2003695,155,1292,792,340,0,0,0,0,0,0,0,526,550,518,1200,522,12,610,15,1608,3,722,20,1736,15,0,0,0,0,4271,1
1304,GIANT_SPIDER,Giant Spider,Giant Spider,55,118704,0,620011,210046,1,624,801,41,28,5,36,43,5,73,69,10,12,2,4,25,0x2003695,165,1468,468,768,0,0,0,0,0,0,0,1025,4550,1042,1200,757,140,525,450,943,1200,1096,680,7053,800,0,0,0,0,4270,1
1305,ANCIENT_WORM,Ancient Worm,Ancient Worm,67,225908,0,810074,370082,1,948,1115,35,30,5,35,56,55,81,72,10,12,2,4,25,0x2003695,165,1792,792,336,0,0,0,0,0,0,0,1042,4413,912,2500,2406,9,2727,5,1096,680,938,3500,7054,2500,0,0,0,0,4249,1
1306,LEIB_OLMAI,Leib Olmai,Leib Olmai,58,242303,0,600011,210071,1,740,1390,27,31,5,35,95,5,64,85,10,12,2,2,22,0x3695,175,1260,230,192,0,0,0,0,0,0,0,948,4550,2289,8,740,120,518,500,2717,5,969,5,7053,800,0,0,0,0,4188,1
1307,CAT_O_NINE_TAIL,Cat o' Nine Tails,Cat o' Nine Tails,76,645120,0,1080069,420083,1,1112,1275,61,55,55,75,55,82,86,120,10,12,1,6,63,0x6203695,155,1276,576,288,0,0,0,0,0,0,0,5008,1,638,150,10008,5,985,600,984,800,969,6,617,1,0,0,0,0,4290,1
1308,PANZER_GOBLIN,Panzer Goblin,Panzer Goblin,59,141300,0,720012,260097,1,683,878,41,28,60,60,40,20,81,160,10,12,1,7,44,0x3695,200,960,1008,840,0,0,0,0,0,0,0,7053,4413,7054,3500,999,180,998,360,1003,580,13158,5,994,160,0,0,0,0,4310,1
1309,GAJOMART,Gajomart,Gajomart,63,136690,0,660025,290000,1,917,950,85,50,5,34,10,5,75,140,10,12,0,0,83,0x3695,300,1000,1152,828,0,0,0,0,0,0,0,953,6500,912,2300,508,870,2279,8,1752,10000,2131,20,994,180,0,0,0,0,4151,1
1310,MAJORUROS,Majoruros,Majoruros,66,579910,0,850025,370099,1,780,1300,10,25,65,50,75,50,85,48,10,12,2,2,43,0x3695,250,1100,960,780,0,0,0,0,0,0,0,941,4413,1361,4,568,300,984,16,509,1850,2611,160,1000,250,0,0,0,0,4201,1
1311,GULLINBURSTI,Gullinbursti,Gullinbursti,62,213301,0,580014,230076,1,699,1431,10,15,55,25,60,5,70,45,10,12,2,2,42,0x3695,150,1960,960,384,0,0,0,0,0,0,0,1028,3500,514,290,702,6,2276,1,605,15,2627,1,912,160,0,0,0,0,4164,1
1312,TURTLE_GENERAL,Turtle General,Turtle General,97,3207000,0,1820002,980000,2,3438,3478,50,54,100,45,55,65,105,164,10,12,2,2,42,0x6283695,200,900,1000,500,9101,967,5500,607,1500,617,2000,1529,8,1306,5,7480,200,1417,9,7070,5335,1141,80,658,1,0,0,0,0,4305,1
1313,MOBSTER,Mobster,Mobster,61,79901,0,440024,160088,1,910,1128,41,37,76,46,20,35,76,55,10,12,1,7,20,0x3695,250,1100,560,580,0,0,0,0,0,0,0,1239,3,726,4559,2621,1,716,600,912,2500,525,450,505,60,0,0,0,0,4317,1
1314,PERMETER,Permeter,Permeter,63,82280,0,370056,190055,2,943,1211,46,45,69,59,60,5,69,100,10,12,1,2,40,0x91,250,1100,483,528,0,0,0,0,0,0,0,967,4413,7070,45,1019,1240,507,2450,912,1240,522,25,605,1,0,0,0,0,4311,1
1315,ASSULTER,Assaulter,Assaulter,71,111700,0,480054,260054,2,764,1499,35,28,85,74,10,35,100,100,10,12,1,7,44,0x3695,155,1000,900,432,0,0,0,0,0,0,0,967,4413,7069,1200,7072,840,508,1280,912,1240,13300,5,603,1,0,0,0,0,4246,1
1316,SOLIDER,Solider,Solider,70,120990,0,440058,190051,2,797,979,57,43,69,35,85,5,74,100,10,12,1,2,42,0x91,250,1452,483,528,0,0,0,0,0,0,0,967,4413,7070,64,7067,850,508,2100,912,1240,518,850,1519,1,0,0,0,0,4220,1
1317,FUR_SEAL,Fur Seal,Seal,63,91140,0,370065,180024,1,845,1203,25,33,5,28,22,15,69,84,10,12,1,2,21,0x3885,200,1612,622,583,0,0,0,0,0,0,0,912,4365,510,250,2310,5,7053,1200,1452,1,525,200,746,120,0,0,0,0,4312,1
1318,HEATER,Heater,Heater,68,110200,0,376006,230059,2,683,1008,40,42,69,47,25,5,71,100,10,12,1,2,43,0x3695,250,1452,483,528,0,0,0,0,0,0,0,967,4413,7070,750,697,100,912,1640,526,140,7054,600,7068,1250,0,0,0,0,4331,1
1319,FREEZER,Freezer,Freezer,72,86360,0,360065,210097,2,671,983,55,43,69,41,59,5,67,100,10,12,1,2,41,0x3695,250,1452,483,528,0,0,0,0,0,0,0,967,4413,7070,850,7066,1250,912,1800,526,160,7053,600,689,100,0,0,0,0,4319,1
1320,OWL_DUKE,Owl Duke,Owl Duke,75,266230,0,720017,300474,1,715,910,27,49,15,45,40,75,79,88,10,12,2,6,60,0x6203695,195,1345,824,440,0,0,0,0,0,0,0,7071,4413,7063,1500,693,100,747,1,1451,3,1513,2,5045,1,0,0,0,0,4237,1
1321,DRAGON_TAIL,Dragon Tail,Dragon Tail,61,83680,0,350087,140053,1,520,715,25,19,10,68,15,5,67,67,10,12,1,4,44,0x2003695,175,862,534,312,0,0,0,0,0,0,0,7064,4413,1096,400,943,800,2207,8,2226,2,601,300,602,150,0,0,0,0,4178,1
1322,SPRING_RABBIT,Spring Rabbit,Spring Rabbit,58,90450,0,398002,170066,1,585,813,29,21,45,61,5,15,77,90,10,12,1,2,42,0x83,160,1120,552,511,0,0,0,0,0,0,0,7054,3500,7053,2500,949,2500,511,4500,508,800,510,200,509,800,0,0,0,0,4227,1
1323,SEE_OTTER,Sea Otter,Sea Otter,59,99990,0,300048,160042,1,650,813,33,35,5,36,40,25,82,65,10,12,1,2,61,0x3885,190,1132,583,532,0,0,0,0,0,0,0,722,150,965,5500,7065,4365,725,50,726,50,746,650,7053,1200,0,0,0,0,4326,1
1324,TREASURE_BOX1,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1325,TREASURE_BOX2,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7073,80,658,500,604,10000,984,4850,985,7275,1239,1500,5027,75,1165,8,0,0,0,0
1326,TREASURE_BOX3,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1327,TREASURE_BOX4,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7074,80,658,500,604,10000,984,4850,985,7275,2108,1000,1306,75,5022,2,0,0,0,0
1328,TREASURE_BOX5,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1329,TREASURE_BOX6,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7075,80,658,500,604,10000,984,4850,985,7275,2102,834,5019,100,5002,9,0,0,0,0
1330,TREASURE_BOX7,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1331,TREASURE_BOX8,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7076,80,658,500,604,10000,984,4850,985,7275,2616,500,2334,125,2622,9,0,0,0,0
1332,TREASURE_BOX9,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1333,TREASURE_BOX10,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7077,80,658,500,604,10000,984,4850,985,7275,2104,500,2331,150,2623,10,0,0,0,0
1334,TREASURE_BOX11,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1335,TREASURE_BOX12,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7078,80,658,500,604,10000,984,4850,985,7275,2270,500,1716,150,2256,10,0,0,0,0
1336,TREASURE_BOX13,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1337,TREASURE_BOX14,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7079,80,658,500,604,10000,984,4850,985,7275,1238,375,1531,150,2318,10,0,0,0,0
1338,TREASURE_BOX15,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1339,TREASURE_BOX16,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7080,80,658,500,604,10000,984,4850,985,7275,2626,300,1472,167,2327,10,0,0,0,0
1340,TREASURE_BOX17,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1341,TREASURE_BOX18,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7081,80,658,500,604,10000,984,4850,985,7275,1143,250,1237,188,2235,12,0,0,0,0
1342,TREASURE_BOX19,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1343,TREASURE_BOX20,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7082,80,658,500,604,10000,984,4850,985,7275,617,250,1144,188,5007,19,0,0,0,0
1344,TREASURE_BOX21,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1345,TREASURE_BOX22,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7083,80,658,500,604,10000,984,4850,985,7275,2508,1000,2336,69,2621,20,0,0,0,0
1346,TREASURE_BOX23,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1347,TREASURE_BOX24,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7084,80,658,500,604,10000,984,4850,985,7275,2106,1000,1164,50,5025,24,0,0,0,0
1348,TREASURE_BOX25,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1349,TREASURE_BOX26,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7085,80,658,500,604,10000,984,4850,985,7275,2231,750,2624,46,2286,25,0,0,0,0
1350,TREASURE_BOX27,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1351,TREASURE_BOX28,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7086,80,658,500,604,10000,984,4850,985,7275,2283,500,2615,41,2234,32,0,0,0,0
1352,TREASURE_BOX29,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1353,TREASURE_BOX30,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7087,80,658,500,604,10000,984,4850,985,7275,2507,500,2625,38,5045,34,0,0,0,0
1354,TREASURE_BOX31,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1355,TREASURE_BOX32,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7088,80,658,500,604,10000,984,4850,985,7275,2407,429,2269,250,2317,35,0,0,0,0
1356,TREASURE_BOX33,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1357,TREASURE_BOX34,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7089,80,658,500,604,10000,984,4850,985,7275,2109,300,2406,273,2258,38,0,0,0,0
1358,TREASURE_BOX35,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1359,TREASURE_BOX36,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7090,80,658,500,604,10000,984,4850,985,7275,1142,215,2255,60,5017,38,0,0,0,0
1360,TREASURE_BOX37,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1361,TREASURE_BOX38,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7091,80,658,500,604,10000,984,4850,985,7275,1417,50,5053,50,2229,50,0,0,0,0
1362,TREASURE_BOX39,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,732,7760,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1363,TREASURE_BOX40,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0,0,0,0,0,0,0,7092,80,658,500,604,10000,984,4850,985,7275,2506,43,2254,43,1529,38,0,0,0,0
1364,G_ASSULTER,Assaulter,Assaulter,59,128530,0,0,0,2,152,177,35,36,85,55,10,35,145,100,10,12,1,6,44,0x2003695,155,1000,900,432,0,0,0,0,0,0,0,1019,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,APOCALIPS,Apocalypse,Apocalypse,66,228800,0,654000,493005,2,1030,1370,62,49,1,48,120,48,66,85,10,12,2,0,60,0x91,400,1840,1440,384,0,0,0,0,0,0,0,7095,5335,7094,2400,7093,2200,985,5,13161,1,2506,20,999,2500,0,0,0,0,4242,1
1366,LAVA_GOLEM,Lava Golem,Lava Golem,77,243240,0,640070,387009,1,1541,2049,65,50,1,57,115,70,76,68,10,12,2,0,83,0x3095,400,2190,2040,336,0,0,0,0,0,0,0,7096,4559,7097,3686,2317,1,2316,2,509,2500,1818,20,0,0,0,0,0,0,4184,1
1367,BLAZZER,Blazer,Blazer,43,82520,0,310073,180071,2,533,709,50,40,1,52,50,39,69,40,10,12,1,6,43,0x2003295,180,1732,1332,540,0,0,0,0,0,0,0,7097,4850,7098,3400,509,3000,0,0,0,0,0,0,0,0,0,0,0,0,4215,1
1368,GEOGRAPHER,Geographer,Geographer,56,80701,0,270015,200000,3,467,621,28,26,1,66,47,60,68,44,10,12,1,3,62,0x84,2000,1308,1008,480,0,0,0,0,0,0,0,1032,6200,1033,5500,2253,30,2207,50,12002,100,0,0,0,0,0,0,0,0,4280,1
1369,GRAND_PECO,Grand Peco,Grand Peco,58,80504,0,230087,130061,2,444,565,37,30,1,66,66,50,71,51,10,12,2,2,43,0x1089,165,1460,960,432,0,0,0,0,0,0,0,7101,4850,522,300,992,1000,969,1,0,0,0,0,582,500,0,0,0,0,4161,1
1370,SUCCUBUS,Succubus,Succubus,85,169505,0,530057,430022,2,1268,1686,54,48,1,97,95,103,89,87,10,12,1,6,67,0x2003695,155,1306,1056,288,0,0,0,0,0,0,0,522,1500,2407,3,12373,1,2613,250,5066,1,1472,1,505,1000,0,0,0,0,4218,1
1371,FAKE_ANGEL,Fake Angel,False Angel,65,168405,0,330071,190049,2,513,682,50,35,1,64,57,70,61,88,10,12,0,8,66,0x3885,160,920,720,336,0,0,0,0,0,0,0,0,0,0,0,717,1000,715,1000,716,1000,12020,1000,1974,20,0,0,0,0,4316,1
1372,GOAT,Goat,Goat,69,110707,0,330057,200015,1,457,608,44,25,1,58,66,62,67,43,10,12,1,2,63,0x1089,165,1380,1080,336,0,0,0,0,0,0,0,7106,4559,7107,2500,713,5000,507,500,510,1000,508,2500,511,5500,0,0,0,0,4150,1
1373,LORD_OF_DEATH,Lord of Death,Lord of the Dead,94,6033803,0,13100343,4300345,3,4430,5232,77,73,1,99,30,109,100,106,10,12,2,6,67,0x6283695,180,1446,1296,360,65671,607,5500,732,5000,617,5000,7108,5335,1417,5,1230,10,2621,2,7109,10,1306,1,1529,2,0,0,0,0,4276,1
1374,INCUBUS,Incubus,Incubus,75,172801,0,520054,420012,2,1408,1873,58,46,1,97,95,103,89,87,10,12,1,6,67,0x2003695,165,850,600,336,0,0,0,0,0,0,0,522,1500,509,5500,5072,1,2621,1,2610,500,2613,150,509,2200,0,0,0,0,4269,1
1375,THE_PAPER,The Paper,The Paper,56,185507,0,280049,190098,1,845,1124,25,24,1,66,52,76,71,79,10,12,1,0,60,0x3885,170,1160,960,336,0,0,0,0,0,0,0,7111,4947,7112,3200,508,1800,511,2000,13009,5,0,0,0,0,0,0,0,0,4172,1
1376,HARPY,Harpy,Harpy,70,165909,0,350062,210033,1,926,1231,42,44,1,112,72,67,74,76,10,12,1,6,64,0x2003885,155,972,672,470,0,0,0,0,0,0,0,7115,4850,7116,2500,508,1500,508,800,709,20,1820,20,0,0,0,0,0,0,4325,1
1377,ELDER,Elder,Elder,64,215902,0,560050,340008,3,421,560,45,68,1,76,68,108,72,86,10,12,2,7,80,0x3885,165,1552,1152,336,0,0,0,0,0,0,0,7099,4000,7117,1500,7118,1500,1564,10,1473,1,616,1,7027,3000,0,0,0,0,4251,1
1378,DEMON_PUNGUS,Demon Pungus,Demon Pungus,56,72509,0,310048,180017,1,360,479,48,31,1,83,55,59,63,34,10,12,0,6,65,0x2003885,170,1260,960,672,0,0,0,0,0,0,0,7119,4074,7001,4559,715,3880,1061,5000,0,0,0,0,0,0,0,0,0,0,4173,1
1379,NIGHTMARE_TERROR,Nightmare Terror,Nightmare Terror,78,226005,0,660083,430059,1,757,1007,37,37,1,76,55,60,76,54,10,12,2,6,67,0x2003885,165,1216,816,432,0,0,0,0,0,0,0,7120,4947,2626,1,2608,30,505,50,510,150,695,100,1261,1,0,0,0,0,4166,1
1380,DRILLER,Driller,Driller,52,74502,0,320015,180060,1,666,886,48,31,1,66,58,50,60,47,10,12,1,2,22,0x3885,165,1300,900,336,0,0,0,0,0,0,0,1012,7500,715,3880,716,3500,0,0,0,0,0,0,0,0,0,0,0,0,4180,1
1381,GRIZZLY,Grizzly,Grizzly,68,117330,0,330041,200012,1,809,1076,44,32,1,55,68,58,70,61,10,12,2,2,63,0x3885,165,1492,1092,192,0,0,0,0,0,0,0,948,5000,919,5000,549,2500,0,0,0,0,0,0,0,0,0,0,0,0,4162,1
1382,DIABOLIC,Diabolic,Diabolic,67,96420,0,360062,220023,1,796,1059,64,36,1,84,53,67,71,69,10,12,0,6,47,0x2003885,150,1080,780,180,0,0,0,0,0,0,0,1038,5820,1039,4850,2605,3,984,20,1263,10,0,0,0,0,0,0,0,0,4182,1
1383,EXPLOSION,Explosion,Explosion,46,80540,0,240004,160042,1,336,447,35,27,1,61,56,50,66,38,10,12,0,2,63,0x3885,165,1260,960,336,0,0,0,0,0,0,0,7006,5500,7097,2200,7122,3200,756,800,522,400,0,0,0,0,0,0,0,0,4267,1
1384,DELETER,Deleter,Deleter,66,172902,0,340003,200066,1,446,593,45,53,1,104,40,65,72,54,10,12,1,9,43,0x308D,175,1020,720,384,0,0,0,0,0,0,0,7123,4074,1035,5335,1037,3880,1036,3589,0,0,0,0,0,0,0,0,0,0,4158,1
1385,DELETER_,Deleter,Deleter,65,151608,0,340003,200066,1,446,593,52,53,1,66,40,65,72,68,10,12,1,9,43,0x308D,175,1024,624,336,0,0,0,0,0,0,0,7123,4074,1035,5335,1037,3880,1036,3589,0,0,0,0,0,0,0,0,0,0,4279,1
1386,SLEEPER,Sleeper,Sleeper,67,82307,0,360003,210044,1,593,789,49,35,1,48,100,57,75,28,10,12,1,0,42,0x3885,195,1350,1200,432,0,0,0,0,0,0,0,7124,4947,1056,5335,997,2500,756,300,1226,5,1622,5,7043,1200,0,0,0,0,4228,1
1387,GIG,Gig,Gig,60,84009,0,393004,200039,1,360,479,60,28,1,61,80,53,59,46,10,12,0,2,43,0x3885,170,1264,864,576,0,0,0,0,0,0,0,7125,4365,904,5500,716,150,525,2500,994,850,0,0,0,0,0,0,0,0,4165,1
1388,ARCHANGELING,Archangeling,Arc Angeling,60,795203,0,415002,210073,1,669,890,54,58,1,65,80,74,65,105,10,12,1,8,66,0x6203695,180,1072,672,480,0,0,0,0,0,0,0,2255,5,610,1800,608,150,7291,1500,2254,5,2317,3,7294,1500,0,0,0,0,4241,1
1389,DRACULA,Dracula,Dracula,85,3200096,0,12000157,3880070,3,2625,3890,45,76,1,95,90,87,85,100,10,12,2,6,87,0x6283695,145,1290,1140,576,60078,607,5500,732,5000,522,5000,607,4700,1473,5,1722,5,2507,15,2621,4,1557,4,0,0,0,0,0,0,4134,1
